timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-09-23T17:19:05,PiggyCast,8f417266-1b32-47af-be0e-edea475b45e8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,603.365678354,0.0032348610704595617,5.361360757682409e-06,3.558098991379631,57.40807523825422,10.0,0.0005835072222623158,0.00982910925217,0.0016748093368222222,0.012087425811254535,0.0,The Netherlands,NLD,groningen,,,Linux-6.6.122+-x86_64-with-glibc2.39,3.13.15,3.3.1,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,6.5664,53.2222,12.671409606933594,machine,2.461799660441426,72.99490662139219,32.83955857385399,3.8338988260421365,N,1.0,0.0
2026-09-23T17:56:24,PiggyCast,8f417266-1b32-47af-be0e-edea475b45e8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,397.70428022199985,0.005177090966373049,1.3017438392876182e-05,3.522736997049872,57.320836588560766,10.0,0.0008086003230393686,0.015756668716436002,0.00277951937991111,0.01934478841938648,0.0,The Netherlands,NLD,groningen,,,Linux-6.6.122+-x86_64-with-glibc2.39,3.13.15,3.3.1,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,6.5664,53.2222,12.671409606933594,machine,0,0,0,0,N,1.0,0.0
2026-09-23T18:16:17,PiggyCast,8f417266-1b32-47af-be0e-edea475b45e8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1053.3521833210002,0.010921045005562329,1.0367895162214926e-05,3.4922911616078296,57.40832331683012,10.0,0.0014473764053433815,0.03365486581276,0.005705482877599998,0.04080772509570337,0.0,The Netherlands,NLD,groningen,,,Linux-6.6.122+-x86_64-with-glibc2.39,3.13.15,3.3.1,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,6.5664,53.2222,12.671409606933594,machine,0,0,0,0,N,1.0,0.0
